unique_id,ds,TimeLLM
KBE,2024-06-02,44.53298
KBE,2024-06-03,46.044285
KBE,2024-06-04,45.6372
KBE,2024-06-05,44.4431
KBE,2024-06-06,46.511936
KBE,2024-06-07,45.949135
KBE,2024-06-08,44.73635
