unique_id,ds,TimeLLM
SMH,2024-06-02,216.88559
SMH,2024-06-03,223.25888
SMH,2024-06-04,223.41492
SMH,2024-06-05,216.31139
SMH,2024-06-06,228.12
SMH,2024-06-07,226.44992
SMH,2024-06-08,221.02028
